title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,track_href,duration_ms,label,links
Every Little Thing She Does Is Magic,The Police,7kvtUNd7qp9Mftz7QJOKyp,0.556,0.767,2,-10.028,1,0.0345,0.123,0.0697,0.133,0.397,81.933,spotify:track:7kvtUNd7qp9Mftz7QJOKyp,https://api.spotify.com/v1/tracks/7kvtUNd7qp9Mftz7QJOKyp,260933,nothot,https://open.spotify.com/track/7kvtUNd7qp9Mftz7QJOKyp
Superstar Talking Blues,Edwyn Collins,5Yabw36DzFZUw5pWABVsBS,0.73,0.857,9,-6.922,0,0.0402,0.0579,2.48e-05,0.214,0.851,119.419,spotify:track:5Yabw36DzFZUw5pWABVsBS,https://api.spotify.com/v1/tracks/5Yabw36DzFZUw5pWABVsBS,175403,nothot,https://open.spotify.com/track/5Yabw36DzFZUw5pWABVsBS
Disco Infiltrator (FKs Infiltrated Vocal),LCD Soundsystem,3grOu39OoNo4AJTkXIqkmo,0.747,0.679,1,-11.151,1,0.0611,8.28e-05,0.383,0.0979,0.45,127.982,spotify:track:3grOu39OoNo4AJTkXIqkmo,https://api.spotify.com/v1/tracks/3grOu39OoNo4AJTkXIqkmo,466787,nothot,https://open.spotify.com/track/3grOu39OoNo4AJTkXIqkmo
Walkin On The Sun,Smash Mouth,4TQeNHx85xcP9YRkvJC6K1,0.745,0.972,6,-5.598,1,0.0316,0.346,0.0,0.148,0.968,123.067,spotify:track:4TQeNHx85xcP9YRkvJC6K1,https://api.spotify.com/v1/tracks/4TQeNHx85xcP9YRkvJC6K1,207787,nothot,https://open.spotify.com/track/4TQeNHx85xcP9YRkvJC6K1
Hotel St. George,The Hassles Feat Billy Joel,4W9p6e61nMfyIqVxUKW3UR,0.246,0.366,0,-13.009,1,0.0361,0.255,0.841,0.107,0.357,71.652,spotify:track:4W9p6e61nMfyIqVxUKW3UR,https://api.spotify.com/v1/tracks/4W9p6e61nMfyIqVxUKW3UR,297813,nothot,https://open.spotify.com/track/4W9p6e61nMfyIqVxUKW3UR
Please Read The Letter,"Robert Plant, Alison Krauss",6grzgL37NPnS3gXUV8yZ9I,0.517,0.519,9,-8.661,1,0.0394,0.188,0.373,0.158,0.434,144.801,spotify:track:6grzgL37NPnS3gXUV8yZ9I,https://api.spotify.com/v1/tracks/6grzgL37NPnS3gXUV8yZ9I,353227,nothot,https://open.spotify.com/track/6grzgL37NPnS3gXUV8yZ9I
Vagabond,Wolfmother,6HzpmmaLVHC88XQY4e0YZL,0.585,0.534,2,-7.802,1,0.0298,0.213,0.0,0.16,0.358,101.025,spotify:track:6HzpmmaLVHC88XQY4e0YZL,https://api.spotify.com/v1/tracks/6HzpmmaLVHC88XQY4e0YZL,160347,nothot,https://open.spotify.com/track/6HzpmmaLVHC88XQY4e0YZL
Lovebug,Jonas Brothers,3F8xLc6T4VvKH7I6wqVAN2,0.597,0.5,4,-6.216,1,0.0579,0.127,0.0,0.214,0.522,79.071,spotify:track:3F8xLc6T4VvKH7I6wqVAN2,https://api.spotify.com/v1/tracks/3F8xLc6T4VvKH7I6wqVAN2,220693,nothot,https://open.spotify.com/track/3F8xLc6T4VvKH7I6wqVAN2
Seemann,Rammstein,7LQ1G6zaXDwQH7bp3RtzIY,0.6,0.634,4,-10.699,1,0.0442,0.00303,0.0192,0.101,0.246,139.932,spotify:track:7LQ1G6zaXDwQH7bp3RtzIY,https://api.spotify.com/v1/tracks/7LQ1G6zaXDwQH7bp3RtzIY,287858,nothot,https://open.spotify.com/track/7LQ1G6zaXDwQH7bp3RtzIY
Flashing Lights,Kanye West,5TRPicyLGbAF2LGBFbHGvO,0.639,0.628,6,-7.578,0,0.0399,0.0381,0.0,0.386,0.43,90.482,spotify:track:5TRPicyLGbAF2LGBFbHGvO,https://api.spotify.com/v1/tracks/5TRPicyLGbAF2LGBFbHGvO,237507,nothot,https://open.spotify.com/track/5TRPicyLGbAF2LGBFbHGvO
Colors Of The Wind,Vanessa Williams,4qjrCkcVbsYlitCqbBkeKe,0.574,0.238,7,-18.072,0,0.0476,0.365,1.32e-05,0.126,0.126,84.018,spotify:track:4qjrCkcVbsYlitCqbBkeKe,https://api.spotify.com/v1/tracks/4qjrCkcVbsYlitCqbBkeKe,257933,nothot,https://open.spotify.com/track/4qjrCkcVbsYlitCqbBkeKe
Dirt,Alice In Chains,2QjkH9q5Mypj6m38u7Ni9o,0.258,0.926,1,-5.901,1,0.0761,0.00323,5.15e-06,0.13,0.251,112.643,spotify:track:2QjkH9q5Mypj6m38u7Ni9o,https://api.spotify.com/v1/tracks/2QjkH9q5Mypj6m38u7Ni9o,316533,nothot,https://open.spotify.com/track/2QjkH9q5Mypj6m38u7Ni9o
Forget It,Breaking Benjamin,2lVLgsRENLhr7lCq88udyX,0.625,0.682,8,-6.845,1,0.034,0.0308,0.00606,0.108,0.321,119.972,spotify:track:2lVLgsRENLhr7lCq88udyX,https://api.spotify.com/v1/tracks/2lVLgsRENLhr7lCq88udyX,216987,nothot,https://open.spotify.com/track/2lVLgsRENLhr7lCq88udyX
La Del Ruso,Gotan Project,0BhQa22X066Sgqe7D5gDOU,0.851,0.478,0,-10.364,1,0.0625,0.0509,0.886,0.147,0.571,157.46,spotify:track:0BhQa22X066Sgqe7D5gDOU,https://api.spotify.com/v1/tracks/0BhQa22X066Sgqe7D5gDOU,382093,nothot,https://open.spotify.com/track/0BhQa22X066Sgqe7D5gDOU
Its Still Rock And Roll To Me,Billy Joel,64UioB4Nmwgn2f4cbIpAkl,0.752,0.684,0,-7.599,1,0.15,0.0994,0.0,0.0897,0.539,141.075,spotify:track:64UioB4Nmwgn2f4cbIpAkl,https://api.spotify.com/v1/tracks/64UioB4Nmwgn2f4cbIpAkl,176440,nothot,https://open.spotify.com/track/64UioB4Nmwgn2f4cbIpAkl
Save Room,John Legend,3sTc75CCyIw4FPs6cXkOe7,0.69,0.572,7,-6.131,1,0.0264,0.0451,0.0,0.0969,0.375,111.92,spotify:track:3sTc75CCyIw4FPs6cXkOe7,https://api.spotify.com/v1/tracks/3sTc75CCyIw4FPs6cXkOe7,235667,nothot,https://open.spotify.com/track/3sTc75CCyIw4FPs6cXkOe7
Frijolero,Molotov,2aa8UKrilm7lB5mC53khqb,0.745,0.698,2,-3.855,1,0.0323,0.116,0.0,0.0842,0.886,95.006,spotify:track:2aa8UKrilm7lB5mC53khqb,https://api.spotify.com/v1/tracks/2aa8UKrilm7lB5mC53khqb,213480,nothot,https://open.spotify.com/track/2aa8UKrilm7lB5mC53khqb
Never Let You Go,Justin Bieber,01BlGnXpLuC0BjgUxVYZFb,0.66,0.811,0,-4.852,1,0.0357,0.00141,1.17e-06,0.251,0.675,103.191,spotify:track:01BlGnXpLuC0BjgUxVYZFb,https://api.spotify.com/v1/tracks/01BlGnXpLuC0BjgUxVYZFb,264400,nothot,https://open.spotify.com/track/01BlGnXpLuC0BjgUxVYZFb
EMCEE Murdah,K-OS,4UoYtzRwKVAPdcmes2VgIR,0.519,0.651,7,-8.192,0,0.183,0.189,0.0,0.453,0.333,78.805,spotify:track:4UoYtzRwKVAPdcmes2VgIR,https://api.spotify.com/v1/tracks/4UoYtzRwKVAPdcmes2VgIR,211267,nothot,https://open.spotify.com/track/4UoYtzRwKVAPdcmes2VgIR
Cold As You,Taylor Swift,569sXXQ7t0jSdqHooi2yqs,0.418,0.482,5,-5.769,1,0.0266,0.217,0.0,0.123,0.261,175.558,spotify:track:569sXXQ7t0jSdqHooi2yqs,https://api.spotify.com/v1/tracks/569sXXQ7t0jSdqHooi2yqs,239013,nothot,https://open.spotify.com/track/569sXXQ7t0jSdqHooi2yqs
California Dreamin,"The Mamas, The Papas",4s6LhHAV5SEsOV0lC2tjvJ,0.552,0.608,1,-9.786,0,0.0345,0.352,0.0,0.0533,0.637,112.367,spotify:track:4s6LhHAV5SEsOV0lC2tjvJ,https://api.spotify.com/v1/tracks/4s6LhHAV5SEsOV0lC2tjvJ,162373,nothot,https://open.spotify.com/track/4s6LhHAV5SEsOV0lC2tjvJ
Dog Days Are Over (Demo),Florence + The Machine,76vfm1VfdhG8LUqtd4ODD0,0.608,0.649,9,-6.045,0,0.0751,0.555,1.08e-06,0.114,0.358,73.09,spotify:track:76vfm1VfdhG8LUqtd4ODD0,https://api.spotify.com/v1/tracks/76vfm1VfdhG8LUqtd4ODD0,213763,nothot,https://open.spotify.com/track/76vfm1VfdhG8LUqtd4ODD0
Walk Of Life,Dire Straits,6HMFtoMvv6n6Q2eOyPFyne,0.437,0.965,4,-4.448,1,0.136,0.326,0.00028,0.144,0.766,172.428,spotify:track:6HMFtoMvv6n6Q2eOyPFyne,https://api.spotify.com/v1/tracks/6HMFtoMvv6n6Q2eOyPFyne,248893,nothot,https://open.spotify.com/track/6HMFtoMvv6n6Q2eOyPFyne
Ember Drive,Walls Of Jericho,3isC5qVBHcwOWE0jBSVY4b,0.528,0.322,7,-10.192,1,0.0281,0.733,0.000165,0.082,0.126,135.074,spotify:track:3isC5qVBHcwOWE0jBSVY4b,https://api.spotify.com/v1/tracks/3isC5qVBHcwOWE0jBSVY4b,262493,nothot,https://open.spotify.com/track/3isC5qVBHcwOWE0jBSVY4b
Only You,Joshua Radin,2ZaYFNn1YQuLSVdHhanr4Q,0.545,0.255,8,-14.844,1,0.0311,0.362,1.77e-05,0.0841,0.831,98.088,spotify:track:2ZaYFNn1YQuLSVdHhanr4Q,https://api.spotify.com/v1/tracks/2ZaYFNn1YQuLSVdHhanr4Q,149013,nothot,https://open.spotify.com/track/2ZaYFNn1YQuLSVdHhanr4Q
Same Song & Dance,Eminem,1NcKKXrDTdCMaiVJkEknqr,0.808,0.721,10,-4.685,0,0.228,0.127,0.0,0.36,0.213,101.982,spotify:track:1NcKKXrDTdCMaiVJkEknqr,https://api.spotify.com/v1/tracks/1NcKKXrDTdCMaiVJkEknqr,246640,nothot,https://open.spotify.com/track/1NcKKXrDTdCMaiVJkEknqr
King Of The Rodeo,Kings Of Leon,3n4f847wW5oZe8NqkmWHNt,0.595,0.911,9,-5.458,1,0.0314,0.0108,0.00229,0.0788,0.713,151.295,spotify:track:3n4f847wW5oZe8NqkmWHNt,https://api.spotify.com/v1/tracks/3n4f847wW5oZe8NqkmWHNt,145520,nothot,https://open.spotify.com/track/3n4f847wW5oZe8NqkmWHNt
Lola soledad,Alejandro Sanz,6Q2UzWk20spoXsCJD5wlhB,0.485,0.741,11,-3.967,0,0.0405,0.11,0.0,0.192,0.52,165.957,spotify:track:6Q2UzWk20spoXsCJD5wlhB,https://api.spotify.com/v1/tracks/6Q2UzWk20spoXsCJD5wlhB,213827,nothot,https://open.spotify.com/track/6Q2UzWk20spoXsCJD5wlhB
When Im Gone,3 Doors Down,3WbphvawbMZ8FyqDxYGdSQ,0.53,0.768,7,-5.611,1,0.0284,0.00385,0.0,0.103,0.374,148.095,spotify:track:3WbphvawbMZ8FyqDxYGdSQ,https://api.spotify.com/v1/tracks/3WbphvawbMZ8FyqDxYGdSQ,260333,nothot,https://open.spotify.com/track/3WbphvawbMZ8FyqDxYGdSQ
The Space Between,DAVE MATTHEWS BAND,2zj1zujNxjBMBdfkm5uY2o,0.406,0.73,9,-6.278,1,0.0315,0.0471,0.0,0.229,0.207,170.032,spotify:track:2zj1zujNxjBMBdfkm5uY2o,https://api.spotify.com/v1/tracks/2zj1zujNxjBMBdfkm5uY2o,242000,nothot,https://open.spotify.com/track/2zj1zujNxjBMBdfkm5uY2o
Hero,Enrique Iglesias,1PAgmT6YqGhd6zT9kN9gIo,0.346,0.641,7,-5.627,1,0.0504,0.136,8.4e-06,0.108,0.159,77.281,spotify:track:1PAgmT6YqGhd6zT9kN9gIo,https://api.spotify.com/v1/tracks/1PAgmT6YqGhd6zT9kN9gIo,264240,nothot,https://open.spotify.com/track/1PAgmT6YqGhd6zT9kN9gIo
Shes Got You High,Mumm-Ra,0catSwmBUqYubDO4JKVnmj,0.462,0.738,4,-4.339,1,0.033,0.0241,0.0,0.293,0.37,131.604,spotify:track:0catSwmBUqYubDO4JKVnmj,https://api.spotify.com/v1/tracks/0catSwmBUqYubDO4JKVnmj,205213,nothot,https://open.spotify.com/track/0catSwmBUqYubDO4JKVnmj
Wie Jetzt,Dynamite Deluxe,5ZZR3IitTL7OKJUukCXKZN,0.768,0.763,4,-7.411,0,0.304,0.038,0.0,0.0677,0.865,97.66,spotify:track:5ZZR3IitTL7OKJUukCXKZN,https://api.spotify.com/v1/tracks/5ZZR3IitTL7OKJUukCXKZN,180920,nothot,https://open.spotify.com/track/5ZZR3IitTL7OKJUukCXKZN
Warp 1.9 (feat. Steve Aoki),The Bloody Beetroots,1YjoltHfLwCcatHe6xydrm,0.654,0.6,1,-6.174,1,0.264,0.0011,0.882,0.0403,0.406,130.166,spotify:track:1YjoltHfLwCcatHe6xydrm,https://api.spotify.com/v1/tracks/1YjoltHfLwCcatHe6xydrm,203731,nothot,https://open.spotify.com/track/1YjoltHfLwCcatHe6xydrm
Down To Earth,Justin Bieber,1q9pBaYcydq7LyYwD8SEBs,0.543,0.718,2,-4.795,1,0.0268,0.432,0.0,0.437,0.155,82.003,spotify:track:1q9pBaYcydq7LyYwD8SEBs,https://api.spotify.com/v1/tracks/1q9pBaYcydq7LyYwD8SEBs,245760,nothot,https://open.spotify.com/track/1q9pBaYcydq7LyYwD8SEBs
I Came As A Rat (Long Walk Off A Short Dock),Modest Mouse,5uJEOeAKNqgvU30N9QBLg1,0.574,0.665,0,-8.524,1,0.0501,0.0196,0.0453,0.498,0.587,113.407,spotify:track:5uJEOeAKNqgvU30N9QBLg1,https://api.spotify.com/v1/tracks/5uJEOeAKNqgvU30N9QBLg1,276867,nothot,https://open.spotify.com/track/5uJEOeAKNqgvU30N9QBLg1
Used To Love Her,Guns N' Roses,67q0QsfLcTa2SqhP2wQbia,0.615,0.902,1,-7.232,1,0.0331,0.464,2.44e-05,0.15,0.909,135.46,spotify:track:67q0QsfLcTa2SqhP2wQbia,https://api.spotify.com/v1/tracks/67q0QsfLcTa2SqhP2wQbia,192667,nothot,https://open.spotify.com/track/67q0QsfLcTa2SqhP2wQbia
Dont Leave,Faithless,6VtY2xGJ9eyi1eATpvEerC,0.696,0.378,6,-8.663,1,0.041,0.152,0.000157,0.526,0.389,144.003,spotify:track:6VtY2xGJ9eyi1eATpvEerC,https://api.spotify.com/v1/tracks/6VtY2xGJ9eyi1eATpvEerC,240333,nothot,https://open.spotify.com/track/6VtY2xGJ9eyi1eATpvEerC
The Killing Moon,Echo And The Bunnymen,35E2eKIEXXnP5q9L51iOAk,0.568,0.829,7,-7.066,1,0.0303,0.218,0.00418,0.0976,0.79,124.201,spotify:track:35E2eKIEXXnP5q9L51iOAk,https://api.spotify.com/v1/tracks/35E2eKIEXXnP5q9L51iOAk,348293,nothot,https://open.spotify.com/track/35E2eKIEXXnP5q9L51iOAk
Your Love,The Outfield,4oDZ5L8izBals6jKBJDBcX,0.579,0.654,1,-12.421,0,0.0553,0.121,3.62e-06,0.0673,0.616,129.537,spotify:track:4oDZ5L8izBals6jKBJDBcX,https://api.spotify.com/v1/tracks/4oDZ5L8izBals6jKBJDBcX,216467,nothot,https://open.spotify.com/track/4oDZ5L8izBals6jKBJDBcX
Sail Away,David Gray,7w5GAUVhimHVPSwTsPnxq5,0.651,0.568,0,-7.882,0,0.0399,0.119,3.48e-06,0.316,0.188,134.828,spotify:track:7w5GAUVhimHVPSwTsPnxq5,https://api.spotify.com/v1/tracks/7w5GAUVhimHVPSwTsPnxq5,315373,nothot,https://open.spotify.com/track/7w5GAUVhimHVPSwTsPnxq5
Demolition Man,The Police,4cAWzXWGoRIezpTy9ZiDRg,0.432,0.733,4,-9.925,0,0.029,0.00024,0.789,0.0993,0.814,153.757,spotify:track:4cAWzXWGoRIezpTy9ZiDRg,https://api.spotify.com/v1/tracks/4cAWzXWGoRIezpTy9ZiDRg,357200,nothot,https://open.spotify.com/track/4cAWzXWGoRIezpTy9ZiDRg
Fully Alive,Flyleaf,5G5vP38QuWBerw1FlA3c6O,0.451,0.955,5,-4.117,1,0.0837,0.0176,0.0,0.341,0.533,149.083,spotify:track:5G5vP38QuWBerw1FlA3c6O,https://api.spotify.com/v1/tracks/5G5vP38QuWBerw1FlA3c6O,154133,nothot,https://open.spotify.com/track/5G5vP38QuWBerw1FlA3c6O
On Bended Knee,Boyz II Men,2QoJBgysFmhwPGdpUSoQpI,0.629,0.578,8,-6.477,1,0.0322,0.356,0.0,0.104,0.19,116.607,spotify:track:2QoJBgysFmhwPGdpUSoQpI,https://api.spotify.com/v1/tracks/2QoJBgysFmhwPGdpUSoQpI,329920,nothot,https://open.spotify.com/track/2QoJBgysFmhwPGdpUSoQpI
I Hate Everything About You,Three Days Grace,0M955bMOoilikPXwKLYpoi,0.498,0.83,6,-5.157,0,0.0421,0.00461,0.0,0.139,0.453,89.342,spotify:track:0M955bMOoilikPXwKLYpoi,https://api.spotify.com/v1/tracks/0M955bMOoilikPXwKLYpoi,231480,nothot,https://open.spotify.com/track/0M955bMOoilikPXwKLYpoi
Sleeping Sickness,City And Colour,5y2H3YMH4BcIVMYaqr7NPB,0.651,0.596,4,-6.375,0,0.0267,0.523,3.4e-06,0.0813,0.371,134.972,spotify:track:5y2H3YMH4BcIVMYaqr7NPB,https://api.spotify.com/v1/tracks/5y2H3YMH4BcIVMYaqr7NPB,248067,nothot,https://open.spotify.com/track/5y2H3YMH4BcIVMYaqr7NPB
Fences,Phoenix,7F5GuFWbBqMURqPQjfAeC3,0.588,0.74,2,-6.901,0,0.0287,0.0806,0.00121,0.373,0.504,112.989,spotify:track:7F5GuFWbBqMURqPQjfAeC3,https://api.spotify.com/v1/tracks/7F5GuFWbBqMURqPQjfAeC3,225000,nothot,https://open.spotify.com/track/7F5GuFWbBqMURqPQjfAeC3
Manhattan,Kings Of Leon,2d5vz9uU5Jan1rX8mkxw2w,0.497,0.802,9,-5.807,1,0.0404,0.0154,0.000219,0.0775,0.402,112.287,spotify:track:2d5vz9uU5Jan1rX8mkxw2w,https://api.spotify.com/v1/tracks/2d5vz9uU5Jan1rX8mkxw2w,204227,nothot,https://open.spotify.com/track/2d5vz9uU5Jan1rX8mkxw2w
Nobodys Perfect,Hannah Montana,7c223RltkvhN8wrxIqspM5,0.594,0.977,10,-4.193,0,0.0647,0.0597,3.49e-06,0.309,0.793,131.98,spotify:track:7c223RltkvhN8wrxIqspM5,https://api.spotify.com/v1/tracks/7c223RltkvhN8wrxIqspM5,200827,nothot,https://open.spotify.com/track/7c223RltkvhN8wrxIqspM5
Cancer,Sick Puppies,0zc4RPw8fXQSVCM5HQnUGU,0.378,0.967,5,-4.67,0,0.0683,0.00152,0.0,0.116,0.552,100.439,spotify:track:0zc4RPw8fXQSVCM5HQnUGU,https://api.spotify.com/v1/tracks/0zc4RPw8fXQSVCM5HQnUGU,185653,nothot,https://open.spotify.com/track/0zc4RPw8fXQSVCM5HQnUGU
Step Through The Door,Soltero,13E8oHkisrZHcp0MiiNkb6,0.367,0.385,4,-8.485,1,0.0283,0.613,0.0205,0.114,0.2,108.49,spotify:track:13E8oHkisrZHcp0MiiNkb6,https://api.spotify.com/v1/tracks/13E8oHkisrZHcp0MiiNkb6,191720,nothot,https://open.spotify.com/track/13E8oHkisrZHcp0MiiNkb6
Listen,Amos Lee,75wKkeRUyATQPr6tWDNGi2,0.6,0.675,4,-7.565,0,0.0502,0.0274,0.000243,0.108,0.424,93.38,spotify:track:75wKkeRUyATQPr6tWDNGi2,https://api.spotify.com/v1/tracks/75wKkeRUyATQPr6tWDNGi2,188960,nothot,https://open.spotify.com/track/75wKkeRUyATQPr6tWDNGi2
Just A Boy,"Angus, Julia Stone",4jb1iPlPXjDRtLImKYp9mG,0.65,0.666,0,-8.277,1,0.051,0.117,0.000253,0.25,0.266,161.186,spotify:track:4jb1iPlPXjDRtLImKYp9mG,https://api.spotify.com/v1/tracks/4jb1iPlPXjDRtLImKYp9mG,236947,nothot,https://open.spotify.com/track/4jb1iPlPXjDRtLImKYp9mG
Just A Boy,"Angus, Julia Stone",4jb1iPlPXjDRtLImKYp9mG,0.65,0.666,0,-8.277,1,0.051,0.117,0.000253,0.25,0.266,161.186,spotify:track:4jb1iPlPXjDRtLImKYp9mG,https://api.spotify.com/v1/tracks/4jb1iPlPXjDRtLImKYp9mG,236947,nothot,https://open.spotify.com/track/4jb1iPlPXjDRtLImKYp9mG
A Book Like This,"Angus, Julia Stone",4jb1iPlPXjDRtLImKYp9mG,0.65,0.666,0,-8.277,1,0.051,0.117,0.000253,0.25,0.266,161.186,spotify:track:4jb1iPlPXjDRtLImKYp9mG,https://api.spotify.com/v1/tracks/4jb1iPlPXjDRtLImKYp9mG,236947,nothot,https://open.spotify.com/track/4jb1iPlPXjDRtLImKYp9mG
A Book Like This,"Angus, Julia Stone",4jb1iPlPXjDRtLImKYp9mG,0.65,0.666,0,-8.277,1,0.051,0.117,0.000253,0.25,0.266,161.186,spotify:track:4jb1iPlPXjDRtLImKYp9mG,https://api.spotify.com/v1/tracks/4jb1iPlPXjDRtLImKYp9mG,236947,nothot,https://open.spotify.com/track/4jb1iPlPXjDRtLImKYp9mG
Your Place In The World,The Space Brothers,4UXBXbOHkN2ByEW7GMi6E5,0.614,0.615,2,-7.971,1,0.043,0.13,0.0494,0.384,0.374,80.297,spotify:track:4UXBXbOHkN2ByEW7GMi6E5,https://api.spotify.com/v1/tracks/4UXBXbOHkN2ByEW7GMi6E5,304011,nothot,https://open.spotify.com/track/4UXBXbOHkN2ByEW7GMi6E5
Hollaback Girl,Gwen Stefani,2TAbAnAQHtrJ43gTSrLm4b,0.926,0.916,10,-2.221,0,0.0929,0.35,6.01e-06,0.0234,0.904,110.009,spotify:track:2TAbAnAQHtrJ43gTSrLm4b,https://api.spotify.com/v1/tracks/2TAbAnAQHtrJ43gTSrLm4b,199853,nothot,https://open.spotify.com/track/2TAbAnAQHtrJ43gTSrLm4b
Hey Brittany,Forever The Sickest Kids,66wl9OJ8nRzRkXdTrAQCo7,0.608,0.892,0,-4.852,1,0.0809,0.018,0.0,0.0724,0.46,119.945,spotify:track:66wl9OJ8nRzRkXdTrAQCo7,https://api.spotify.com/v1/tracks/66wl9OJ8nRzRkXdTrAQCo7,185307,nothot,https://open.spotify.com/track/66wl9OJ8nRzRkXdTrAQCo7
The Strength To Go On,Rise Against,2gVuP7yxrIsn2s3i68eHjt,0.302,0.906,1,-3.387,0,0.0555,0.00144,0.0,0.0558,0.629,132.746,spotify:track:2gVuP7yxrIsn2s3i68eHjt,https://api.spotify.com/v1/tracks/2gVuP7yxrIsn2s3i68eHjt,207027,nothot,https://open.spotify.com/track/2gVuP7yxrIsn2s3i68eHjt
I Cant Stay,The Killers,2zdpz8sk3rkh0fLYabLjmj,0.588,0.812,8,-8.553,1,0.0696,0.182,0.0,0.163,0.714,94.032,spotify:track:2zdpz8sk3rkh0fLYabLjmj,https://api.spotify.com/v1/tracks/2zdpz8sk3rkh0fLYabLjmj,185360,nothot,https://open.spotify.com/track/2zdpz8sk3rkh0fLYabLjmj
Broken-Hearted Girl,Beyoncé,7zP67rufQgoODWFI45jntD,0.453,0.425,5,-7.198,1,0.0325,0.495,0.0,0.254,0.144,83.413,spotify:track:7zP67rufQgoODWFI45jntD,https://api.spotify.com/v1/tracks/7zP67rufQgoODWFI45jntD,278400,nothot,https://open.spotify.com/track/7zP67rufQgoODWFI45jntD
Hairline Fracture,Rise Against,6KSZBVA0A0M58REv8e0QPs,0.228,0.935,10,-3.489,1,0.0843,0.000319,4.89e-06,0.461,0.462,165.477,spotify:track:6KSZBVA0A0M58REv8e0QPs,https://api.spotify.com/v1/tracks/6KSZBVA0A0M58REv8e0QPs,242560,nothot,https://open.spotify.com/track/6KSZBVA0A0M58REv8e0QPs
Yeah!,"Usher, Lil' Jon, Ludacris",5rb9QrpfcKFHM1EUbSIurX,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,spotify:track:5rb9QrpfcKFHM1EUbSIurX,https://api.spotify.com/v1/tracks/5rb9QrpfcKFHM1EUbSIurX,250373,nothot,https://open.spotify.com/track/5rb9QrpfcKFHM1EUbSIurX
Debo partirme en dos,Silvio Rodríguez,6g3vJgoDFKkpLPsmrbf6Zi,0.578,0.189,7,-12.334,0,0.13,0.862,0.0,0.104,0.411,83.665,spotify:track:6g3vJgoDFKkpLPsmrbf6Zi,https://api.spotify.com/v1/tracks/6g3vJgoDFKkpLPsmrbf6Zi,293110,nothot,https://open.spotify.com/track/6g3vJgoDFKkpLPsmrbf6Zi
Take Me Out,Franz Ferdinand,20I8RduZC2PWMWTDCZuuAN,0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,spotify:track:20I8RduZC2PWMWTDCZuuAN,https://api.spotify.com/v1/tracks/20I8RduZC2PWMWTDCZuuAN,237027,nothot,https://open.spotify.com/track/20I8RduZC2PWMWTDCZuuAN
Blue Blood,Foals,6lMwgZsRXzUjCZ8TJESk6b,0.607,0.787,2,-7.698,1,0.043,0.125,0.0323,0.136,0.196,130.423,spotify:track:6lMwgZsRXzUjCZ8TJESk6b,https://api.spotify.com/v1/tracks/6lMwgZsRXzUjCZ8TJESk6b,316893,nothot,https://open.spotify.com/track/6lMwgZsRXzUjCZ8TJESk6b
Kiss With A Fist,Florence + The Machine,0qnzHn8plo9r10x69uFJYS,0.406,0.778,2,-5.383,1,0.114,0.00154,0.000287,0.0565,0.692,106.933,spotify:track:0qnzHn8plo9r10x69uFJYS,https://api.spotify.com/v1/tracks/0qnzHn8plo9r10x69uFJYS,124240,nothot,https://open.spotify.com/track/0qnzHn8plo9r10x69uFJYS
Crossing Over,Five Finger Death Punch,2ImXcXFUFITwpAH4283hP0,0.378,0.898,11,-3.855,0,0.0639,6.55e-05,8.18e-05,0.28,0.128,195.747,spotify:track:2ImXcXFUFITwpAH4283hP0,https://api.spotify.com/v1/tracks/2ImXcXFUFITwpAH4283hP0,174160,nothot,https://open.spotify.com/track/2ImXcXFUFITwpAH4283hP0
Roses,OutKast,6bUNEbXT7HovLW6BgPCBsb,0.751,0.708,0,-5.653,1,0.0545,0.0482,1.85e-05,0.107,0.509,108.97,spotify:track:6bUNEbXT7HovLW6BgPCBsb,https://api.spotify.com/v1/tracks/6bUNEbXT7HovLW6BgPCBsb,369573,nothot,https://open.spotify.com/track/6bUNEbXT7HovLW6BgPCBsb
Imagine Dead John Lennon,Times New Viking,7tdF9DzMTrbaOGKYSWMieg,0.3,0.993,9,2.644,1,0.183,0.76,0.163,0.266,0.309,155.689,spotify:track:7tdF9DzMTrbaOGKYSWMieg,https://api.spotify.com/v1/tracks/7tdF9DzMTrbaOGKYSWMieg,96427,nothot,https://open.spotify.com/track/7tdF9DzMTrbaOGKYSWMieg
Crazy In Love,Beyoncé feat Jay-Z,0TwBtDAWpkpM3srywFVOV5,0.664,0.758,2,-6.583,0,0.21,0.00238,0.0,0.0598,0.701,99.259,spotify:track:0TwBtDAWpkpM3srywFVOV5,https://api.spotify.com/v1/tracks/0TwBtDAWpkpM3srywFVOV5,235933,nothot,https://open.spotify.com/track/0TwBtDAWpkpM3srywFVOV5
Cuidándote,Bebe,4TwS7OItKWSFVUtgZh10Xr,0.441,0.149,0,-14.368,1,0.0702,0.893,3.42e-06,0.0991,0.093,167.015,spotify:track:4TwS7OItKWSFVUtgZh10Xr,https://api.spotify.com/v1/tracks/4TwS7OItKWSFVUtgZh10Xr,230587,nothot,https://open.spotify.com/track/4TwS7OItKWSFVUtgZh10Xr
